"('Year',)","('sigName',)","('급수대상총인구',)","('급수인구',)","('보급률(%)',)","('시설용량(㎥/일)',)","('급수량(㎥/일)',)","('1일1인당급수량(ℓ)',)","('급수전수',)"
1995,강북구,"395,078","394,448",99.8,…,…,0...,"66,496"
1995,도봉구,"374,271","374,271",100,…,…,0...,"72,775"
1995,노원구,"599,462","599,368",99.9,…,…,0...,"139,145"
1995,은평구,"503,272","503,272",100,…,…,0...,"84,749"
1995,서대문구,"371,449","371,449",100,…,…,0...,"67,214"
1995,마포구,"400,409","400,409",100,…,…,0...,"73,402"
1995,양천구,"487,130","486,885",99.9,…,…,0...,"91,667"
1995,강서구,"523,606","521,576",99.6,…,…,0...,"103,612"
1995,구로구,"383,224","383,224",100,…,…,0...,"58,959"
1995,금천구,"284,609","284,609",100,…,…,0...,"33,008"
1995,영등포구,"417,914","417,914",100,…,…,0...,"61,047"
1995,동작구,"436,684","436,684",100,…,…,0...,"73,577"
1995,관악구,"558,462","558,462",100,…,…,0...,"82,454"
1995,서초구,"407,887","407,279",99.9,…,…,0...,"86,373"
1995,강남구,"559,032","551,532",98.7,…,…,0...,"128,851"
1995,송파구,"669,042","669,042",100,…,…,0...,"126,846"
1995,강동구,"506,610","506,076",99.9,…,…,0...,"85,195"
1996,합계,"10,469,852","10,459,075",99.9,"6,190,000","4,991,280",478,"1,923,936"
1996,종로구,"199,475","199,475",100,…,…,0...,"45,447"
1996,중구,"134,839","134,839",100,…,…,0...,"34,284"
1996,용산구,"255,024","255,024",100,…,…,0...,"44,819"
1996,성동구,"331,206","331,206",100,…,…,0...,"53,364"
1996,광진구,"392,217","392,217",100,…,…,0...,"54,770"
1996,동대문구,"399,280","399,280",100,…,…,0...,"66,356"
1996,중랑구,"478,390","478,390",100,…,…,0...,"72,801"
1996,성북구,"487,404","487,404",100,…,…,0...,"83,999"
1996,강북구,"379,695","379,295",99.9,…,…,0...,"66,843"
1996,도봉구,"382,424","382,424",100,…,…,0...,"79,423"
1996,노원구,"586,997","586,903",99.9,…,…,0...,"139,056"
1996,은평구,"498,532","498,532",100,…,…,0...,"87,005"
1996,서대문구,"366,134","366,134",100,…,…,0...,"67,077"
1996,마포구,"393,040","393,040",100,…,…,0...,"74,263"
1996,양천구,"486,839","486,678",99.9,…,…,0...,"94,606"
1996,강서구,"524,006","522,271",99.6,…,…,0...,"105,222"
1996,구로구,"378,676","378,676",100,…,…,0...,"62,245"
1996,금천구,"273,867","273,867",100,…,…,0...,"34,902"
1996,영등포구,"408,087","408,087",100,…,…,0...,"61,187"
1996,동작구,"434,873","434,873",100,…,…,0...,"75,325"
1996,관악구,"543,314","543,314",100,…,…,0...,"81,515"
1996,서초구,"408,781","408,181",99.9,…,…,0...,"89,176"
1996,강남구,"557,533","550,033",98.7,…,…,0...,"131,732"
1996,송파구,"671,560","671,560",100,…,…,0...,"131,553"
1996,강동구,"497,659","497,372",99.9,…,…,0...,"86,966"
1997,합계,"10,389,057","10,385,901",99.9,"6,190,000","4,891,649",470,"1,986,570"
1997,종로구,"196,611","196,611",100,…,…,0...,"48,090"
1997,중구,"129,680","129,680",100,…,…,0...,"32,449"
1997,용산구,"245,683","245,683",100,…,…,0...,"45,437"
1997,성동구,"326,026","326,026",100,…,…,0...,"54,961"
1997,광진구,"397,824","397,824",100,…,…,0...,"57,107"
1997,동대문구,"389,281","389,281",100,…,…,0...,"68,076"
1997,중랑구,"475,662","475,662",100,…,…,0...,"74,153"
1997,성북구,"478,812","478,812",100,…,…,0...,"87,664"
1997,강북구,"368,412","368,012",99.9,…,…,0...,"67,155"
1997,도봉구,"388,620","388,470",99.9,…,…,0...,"80,652"
1997,노원구,"587,428","587,334",99.9,…,…,0...,"144,436"
1997,은평구,"491,677","491,677",100,…,…,0...,"89,168"
1997,서대문구,"358,995","358,995",100,…,…,0...,"70,752"
1997,마포구,"391,116","391,116",100,…,…,0...,"76,242"
1997,양천구,"485,914","485,740",99.9,…,…,0...,"97,948"
1997,강서구,"519,554","518,034",99.7,…,…,0...,"109,842"
1997,구로구,"377,660","377,660",100,…,…,0...,"68,063"
1997,금천구,"272,740","272,740",100,…,…,0...,"36,347"
1997,영등포구,"406,841","406,841",100,…,…,0...,"66,331"
1997,동작구,"432,300","432,300",100,…,…,0...,"79,574"
1997,관악구,"534,620","534,620",100,…,…,0...,"84,623"
1997,서초구,"407,122","406,514",99.9,…,…,0...,"90,671"
1997,강남구,"555,355","555,355",100,…,…,0...,"133,393"
1997,송파구,"677,214","677,214",-,…,…,0...,"137,204"
1997,강동구,"493,910","493,700",99.9,…,…,0...,"86,232"
1998,합계,"10,321,496","10,319,135",99.9,"6,800,000","4,585,800",444,"1,893,902"
1998,종로구,"190,619","190,619",100,…,…,…,"48,317"
1998,중구,"125,050","125,050",100,…,…,…,"32,092"
1998,용산구,"246,613","246,613",100,…,…,…,"46,040"
1998,성동구,"323,230","323,230",100,…,…,…,"54,416"
1998,광진구,"397,325","397,325",100,…,…,…,"57,631"
1998,동대문구,"378,953","378,953",100,…,…,…,"68,148"
1998,중랑구,"467,538","467,538",100,…,…,…,"68,847"
1998,성북구,"481,101","481,101",100,…,…,…,"79,806"
1998,강북구,"361,424","360,848",99.8,…,…,…,"64,964"
1998,도봉구,"381,602","381,602",100,…,…,…,"74,220"
1998,노원구,"595,891","595,825",99.9,…,…,…,"126,665"
1998,은평구,"480,974","480,974",100,…,…,…,"88,336"
1998,서대문구,"366,726","366,726",100,…,…,…,"67,481"
1998,마포구,"386,880","386,880",100,…,…,…,"74,179"
1998,양천구,"484,907","484,733",99.9,…,…,…,"93,467"
1998,강서구,"517,881","516,749",99.8,…,…,…,"109,123"
1998,구로구,"381,794","381,794",100,…,…,…,"66,042"
1998,금천구,"273,712","273,712",100,…,…,…,"34,173"
1998,영등포구,"406,019","406,019",100,…,…,…,"62,809"
1998,동작구,"425,942","425,942",100,…,…,…,"76,851"
1998,관악구,"526,742","526,742",100,…,…,…,"79,918"
1998,서초구,"404,765","404,407",99.9,…,…,…,"84,732"
1998,강남구,"554,858","554,858",100,…,…,…,"124,427"
1998,송파구,"671,406","671,406",100,…,…,…,"126,133"
1998,강동구,"489,544","489,489",99.9,…,…,…,"85,085"
1999,합계,"10,321,449","10,319,551",99.9,"7,300,000","4,342,606",421,"1,872,451"
1999,종로구,"188,865","188,865",100,…,…,…,"47,851"
1999,중구,"129,061","129,061",100,…,…,…,"32,118"
1999,용산구,"245,716","245,716",100,…,…,…,"46,161"
1999,성동구,"340,704","340,704",100,…,…,…,"54,130"
1999,광진구,"391,705","391,705",100,…,…,…,"56,948"
1999,동대문구,"368,368","368,368",100,…,…,…,"66,671"
1999,중랑구,"462,434","462,434",100,…,…,…,"67,141"
1999,성북구,"475,466","475,466",100,…,…,…,"78,428"
1999,강북구,"352,851","352,275",99.8,…,…,…,"64,626"
1999,도봉구,"376,133","376,013",100,…,…,…,"74,723"
1999,노원구,"618,771","618,705",99.9,…,…,…,"124,498"
1999,은평구,"473,716","473,716",100,…,…,…,"88,912"
1999,서대문구,"371,240","371,240",100,…,…,…,"67,938"
1999,마포구,"387,701","387,701",100,…,…,…,"73,455"
1999,양천구,"481,622","481,581",99.9,…,…,…,"93,172"
1999,강서구,"521,284","520,514",99.8,…,…,…,"107,707"
1999,구로구,"396,644","396,644",100,…,…,…,"64,279"
1999,금천구,"270,458","270,458",100,…,…,…,"33,416"
1999,영등포구,"407,176","407,176",100,…,…,…,"61,773"
1999,동작구,"420,564","420,564",100,…,…,…,"76,768"
1999,관악구,"518,774","518,774",100,…,…,…,"82,158"
1999,서초구,"404,961","404,691",99.9,…,…,…,"75,092"
1999,강남구,"557,257","557,257",100,…,…,…,"123,563"
1999,송파구,"668,421","668,421",100,…,…,…,"125,742"
1999,강동구,"491,557","491,502",99.9,…,…,…,"85,181"
2000,합계,"10,373,234","10,371,861",99.99,"6,900,000","4,162,142.5",401,"1,862,935"
2000,종로구,"188,946","188,946",100,…,"192,332.6066","1,018","47,879"
2000,중구,"144,074","144,074",100,…,"145,093.019","1,007","33,101"
2000,용산구,"248,794","248,794",100,…,"136,973.7797",551,"45,161"
2000,성동구,"342,508","342,508",100,…,"128,887.4914",376,"53,135"
2000,광진구,"393,055","393,055",100,…,"146,665.0765",373,"56,865"
2000,동대문구,"382,122","382,122",100,…,"161,450.973",373,"64,997"
2000,중랑구,"459,255","459,255",100,…,"168,887.0578",373,"66,412"
2000,성북구,"463,488","463,488",100,…,"197,328.9669",373,"76,303"
2000,강북구,"352,772","352,196",99.84,…,"98,220.0906",373,"64,064"
2000,도봉구,"371,932","371,812",99.97,…,"101,997.7864",373,"75,321"
2000,노원구,"634,068","634,002",99.99,…,"177,551.7022",373,"125,973"
2000,은평구,"470,747","470,747",100,…,"182,907.7799",373,"90,295"
2000,서대문구,"373,105","373,105",100,…,"143,713.2556",373,"68,234"
2000,마포구,"390,101","390,101",100,…,"214,241.04",373,"72,598"
2000,양천구,"488,282","488,241",99.99,…,"137,319.718",373,"93,092"
2000,강서구,"522,962","522,763",99.96,…,"148,763.0279",373,"109,081"
2000,구로구,"404,786","404,786",100,…,"147,112.7046",373,"63,667"
2000,금천구,"268,768","268,768",100,…,"99,400.47609",373,"32,222"
2000,영등포구,"409,399","409,399",100,…,"151,088.7237",373,"61,404"
2000,동작구,"417,396","417,396",100,…,"183,226.9687",373,"75,356"
2000,관악구,"525,926","525,926",100,…,"233,197.9602",373,"80,737"
2000,서초구,"401,858","401,542",99.92,…,"192,388.6633",373,"74,279"
2000,강남구,"555,493","555,493",100,…,"265,679.5826",373,"122,222"
2000,송파구,"665,644","665,644",100,…,"215,692.0492",373,"125,798"
2000,강동구,"497,753","497,698",99.99,…,"162,715",373,"84,739"
2001,합계,"10,331,244","10,330,807",99.99,"6,750,000","4,030,355",390,"1,861,194"
2001,종로구,"187,038","187,038",100,…,…,…,"48,848"
2001,중구,"146,335","146,335",100,…,…,…,"33,923"
2001,용산구,"250,550","250,550",100,…,…,…,"45,441"
2001,성동구,"343,471","343,471",100,…,…,…,"52,628"
2001,광진구,"390,090","390,090",100,…,…,…,"59,168"
2001,동대문구,"383,822","383,822",100,…,…,…,"63,807"
2001,중랑구,"449,965","449,965",100,…,…,…,"67,237"
2001,성북구,"453,517","453,517",100,…,…,…,"76,437"
2001,강북구,"352,317","352,317",100,…,…,…,"65,699"
2001,도봉구,"372,318","372,318",100,…,…,…,"70,921"
2001,노원구,"648,615","648,549",99.99,…,…,…,"127,964"
2001,은평구,"469,242","469,242",100,…,…,…,"93,299"
2001,서대문구,"371,316","371,316",100,…,…,…,"69,160"
2001,마포구,"382,195","382,195",100,…,…,…,"72,831"
2001,양천구,"486,095","486,095",100,…,…,…,"92,385"
2001,강서구,"523,542","523,542",100,…,…,…,"113,490"
2001,구로구,"417,453","417,453",100,…,…,…,"32,813"
2001,금천구,"263,061","263,061",100,…,…,…,"63,679"
2001,영등포구,"409,920","409,920",100,…,…,…,"62,156"
2001,동작구,"407,793","407,793",100,…,…,…,"66,938"
2001,관악구,"529,741","529,741",100,…,…,…,"80,244"
2001,서초구,"397,983","397,667",99.92,…,…,…,"75,209"
2001,강남구,"546,038","546,038",100,…,…,…,"119,458"
2001,송파구,"658,242","658,242",100,…,…,…,"122,566"
2001,강동구,"490,585","490,530",99.99,…,…,…,"84,893"
2002,합계,"10,280,523","10,280,183",99.99,"6,520,000","3,780,000",368,"1,939,867"
2002,종로구,"184,224","184,224",100,…,…,0...,"50,464"
2002,중구,"141,603","141,603",100,…,…,0...,"33,804"
2002,용산구,"245,218","245,218",100,…,…,0...,"47,181"
2002,성동구,"343,018","343,018",100,…,…,0...,"69,726"
2002,광진구,"388,478","388,478",100,…,…,0...,"53,025"
2002,동대문구,"384,356","384,356",100,…,…,0...,"79,225"
2002,중랑구,"443,246","443,246",100,…,…,0...,"63,839"
2002,성북구,"446,968","446,968",100,…,…,0...,"65,122"
2002,강북구,"362,906","362,906",100,…,…,0...,"72,252"
2002,도봉구,"373,086","373,086",99.99,…,…,0...,"127,907"
2002,노원구,"643,585","643,516",99.99,…,…,0...,"69,433"
2002,은평구,"471,873","471,845",100,…,…,0...,"102,525"
2002,서대문구,"368,001","368,001",100,…,…,0...,"72,927"
2002,마포구,"378,777","378,777",100,…,…,0...,"76,796"
2002,양천구,"486,350","486,350",100,…,…,0...,"96,353"
2002,강서구,"530,169","530,169",100,…,…,0...,"121,250"
2002,구로구,"415,789","415,789",100,…,…,0...,"66,566"
2002,금천구,"264,004","264,004",100,…,…,0...,"62,717"
2002,영등포구,"412,152","412,152",100,…,…,0...,"35,442"
2002,동작구,"404,872","404,872",100,…,…,0...,"85,582"
2002,관악구,"524,560","524,560",100,…,…,0...,"68,563"
2002,서초구,"393,583","393,404",99.99,…,…,0...,"78,457"
2002,강남구,"540,813","540,813",100,…,…,0...,"123,520"
2002,송파구,"649,888","649,888",100,…,…,0...,"128,699"
2002,강동구,"483,004","482,940",99.99,…,…,0...,"88,492"
2003,합계,"10,276,968","10,276,725",99.99,"5,700,000","3,657,296",356,"1,970,690"
2003,종로구,"181,441","181,441",100,…,…,0...,"51,645"
2003,중구,"138,798","138,798",100,…,…,0...,"34,402"
2003,용산구,"240,723","240,723",100,…,…,0...,"48,482"
2003,성동구,"343,929","343,929",100,…,…,0...,"54,554"
2003,광진구,"388,659","388,659",100,…,…,0...,"66,835"
2003,동대문구,"386,814","386,814",100,…,…,0...,"66,479"
2003,중랑구,"438,011","438,011",100,…,…,0...,"70,942"
2003,성북구,"456,535","456,535",100,…,…,0...,"82,322"
2003,강북구,"362,094","362,094",100,…,…,0...,"72,637"
2003,도봉구,"378,166","378,166",100,…,…,0...,"72,826"
2003,노원구,"633,934","633,934",100,…,…,0...,"125,533"
2003,은평구,"476,843","476,843",100,…,…,0...,"106,856"
2003,서대문구,"361,754","361,754",100,…,…,0...,"74,404"
2003,마포구,"383,629","383,629",100,…,…,0...,"78,650"
2003,양천구,"489,257","489,257",100,…,…,0...,"97,489"
2003,강서구,"539,673","539,673",100,…,…,0...,"124,535"
2003,구로구,"419,438","419,438",100,…,…,0...,"67,186"
2003,금천구,"267,355","267,355",100,…,…,0...,"36,757"
2003,영등포구,"410,952","410,952",100,…,…,0...,"63,476"
2003,동작구,"413,204","413,204",100,…,…,0...,"69,834"
2003,관악구,"526,971","526,971",100,…,…,0...,"87,321"
2003,서초구,"400,220","400,041",99.96,…,…,0...,"80,755"
2003,강남구,"536,031","536,031",100,…,…,0...,"121,181"
2003,송파구,"623,267","623,267",100,…,…,0...,"125,245"
2003,강동구,"479,270","479,206",99.99,…,…,0...,"90,344"
2004,합계,"10,287,847","10,287,604",99.99,"5,400,000","3,526,370",343,"1,971,111"
2004,종로구,"178,574","178,574",100,…,…,0...,0...
2004,중구,"136,585","136,585",100,…,…,0...,0...
2004,용산구,"239,070","239,070",100,…,…,0...,0...
2004,성동구,"343,992","343,992",100,…,…,0...,0...
2004,광진구,"384,681","384,681",100,…,…,0...,0...
2004,동대문구,"383,896","383,896",100,…,…,0...,0...
2004,중랑구,"436,063","436,063",100,…,…,0...,0...
2004,성북구,"455,041","455,041",100,…,…,0...,0...
2004,강북구,"362,275","362,275",100,…,…,0...,0...
2004,도봉구,"383,611","383,611",100,…,…,0...,0...
2004,노원구,"630,555","630,555",100,…,…,0...,0...
2004,은평구,"480,320","480,320",100,…,…,0...,0...
2004,서대문구,"358,186","358,186",100,…,…,0...,0...
2004,마포구,"388,111","388,111",100,…,…,0...,0...
2004,양천구,"497,642","497,642",100,…,…,0...,0...
2004,강서구,"544,762","544,762",100,…,…,0...,0...
2004,구로구,"424,725","424,725",100,…,…,0...,0...
2004,금천구,"266,047","266,047",100,…,…,0...,0...
2004,영등포구,"415,889","415,889",100,…,…,0...,0...
2004,동작구,"414,199","414,199",100,…,…,0...,0...
2004,관악구,"535,688","535,688",100,…,…,0...,0...
2004,서초구,"406,752","406,573",99.96,…,…,0...,0...
2004,강남구,"539,333","539,333",100,…,…,0...,0...
2004,송파구,"608,439","608,439",100,…,…,0...,0...
2004,강동구,"473,411","473,347",99.99,…,…,0...,0...
2005,합계,"10,297,004","10,296,761",99.99,"5,400,000","3,442,551",334,"1,968,180"
2005,종로구,"173,861","173,861",100,…,…,…,"50,365"
2005,중구,"134,420","134,420",100,…,…,…,"34,474"
2005,용산구,"240,077","240,077",100,…,…,…,"48,816"
2005,성동구,"342,691","342,691",100,…,…,…,"54,217"
2005,광진구,"380,480","380,480",100,…,…,…,"64,101"
2005,동대문구,"386,280","386,280",100,…,…,…,"66,815"
2005,중랑구,"429,922","429,922",100,…,…,…,"72,225"
2005,성북구,"467,308","467,308",100,…,…,…,"81,147"
2005,강북구,"355,334","355,334",100,…,…,…,"73,497"
2005,도봉구,"383,448","383,448",100,…,…,…,"73,342"
2005,노원구,"624,855","624,855",100,…,…,…,"128,750"
2005,은평구,"473,456","473,456",100,…,…,…,"107,467"
2005,서대문구,"355,934","355,934",100,…,…,…,"73,711"
2005,마포구,"393,155","393,155",100,…,…,…,"79,948"
2005,양천구,"502,788","502,788",100,…,…,…,"98,416"
2005,강서구,"557,373","557,373",100,…,…,…,"124,596"
2005,구로구,"427,119","427,119",100,…,…,…,"66,801"
2005,금천구,"263,936","263,936",100,…,…,…,"37,424"
2005,영등포구,"421,327","421,327",100,…,…,…,"63,504"
2005,동작구,"414,668","414,668",100,…,…,…,"70,389"
2005,관악구,"537,235","537,235",100,…,…,…,"89,303"
2005,서초구,"406,875","406,696",99.96,…,…,…,"78,818"
2005,강남구,"547,775","547,775",100,…,…,…,"120,293"
2005,송파구,"610,023","610,023",100,…,…,…,"121,498"
2005,강동구,"466,664","466,600",99.99,…,…,…,"88,263"
2006,합계,"10,356,202","10,356,018",99.99,"5,400,000","3,351,514",324,"1,962,821"
2006,종로구,"172,690","172,690",100,…,"116,637",675,"50,368"
2006,중구,"136,348","136,348",100,…,"106,697",783,"34,327"
2006,용산구,"243,033","243,033",100,…,"103,300",425,"48,934"
2006,성동구,"340,895","340,895",100,…,"117,002",343,"54,317"
2006,광진구,"381,540","381,540",100,…,"117,445",308,"64,474"
2006,동대문구,"385,712","385,712",100,…,"120,229",312,"66,560"
2006,중랑구,"429,404","429,404",100,…,"109,397",255,"72,415"
2006,성북구,"478,511","478,511",100,…,"133,418",279,"79,832"
2006,강북구,"351,624","351,624",100,…,"94,821",270,"73,125"
2006,도봉구,"379,755","379,755",100,…,"94,051",248,"73,452"
2006,노원구,"621,676","621,676",100,…,"159,101",256,"128,837"
2006,은평구,"467,940","467,940",100,…,"134,353",287,"105,670"
2006,서대문구,"356,652","356,652",100,…,"119,988",336,"72,643"
2006,마포구,"397,049","397,049",100,…,"131,781",332,"79,905"
2006,양천구,"505,606","505,606",100,…,"133,377",264,"98,475"
2006,강서구,"559,845","559,845",100,…,"150,403",269,"122,778"
2006,구로구,"436,786","436,786",100,…,"124,504",285,"66,261"
2006,금천구,"263,989","263,989",100,…,"89,878",340,"37,596"
2006,영등포구,"429,816","429,816",100,…,"143,784",335,"63,389"
2006,동작구,"414,978","414,978",100,…,"130,160",314,"70,446"
2006,관악구,"545,995","545,995",100,…,"170,698",313,"89,546"
2006,서초구,"413,970","413,850",99.97,…,"161,568",390,"79,035"
2006,강남구,"564,658","564,658",100,…,"259,468",460,"119,515"
2006,송파구,"612,527","612,527",100,…,"190,440",311,"122,601"
2006,강동구,"465,203","465,139",99.99,…,"139,014",299,"88,320"
2007,합계,"10,421,782","10,421,718",99.99,"5,100,000","3,284,290",315,"1,960,943"
2007,종로구,"173,843","173,843",100,…,"102,395",589,"50,401"
2007,중구,"137,435","137,435",100,…,"108,136",787,"34,051"
2007,용산구,"248,362","248,362",100,…,"99,510",401,"49,903"
2007,성동구,"341,620","341,620",100,…,"106,373",311,"53,718"
2007,광진구,"386,367","386,367",100,…,"118,582",307,"65,129"
2007,동대문구,"385,825","385,825",100,…,"115,397",299,"65,724"
2007,중랑구,"431,406","431,406",100,…,"116,806",271,"72,539"
2007,성북구,"477,358","477,358",100,…,"135,315",283,"77,649"
2007,강북구,"348,702","348,702",100,…,"89,450",257,"72,333"
2007,도봉구,"378,559","378,559",100,…,"96,873",256,"73,687"
2007,노원구,"621,192","621,192",100,…,"158,897",256,"126,898"
2007,은평구,"463,473","463,473",100,…,"122,845",265,"105,387"
2007,서대문구,"357,174","357,174",100,…,"111,939",313,"72,844"
2007,마포구,"400,392","400,392",100,…,"126,635",316,"80,177"
2007,양천구,"508,566","508,566",100,…,"129,230",254,"99,661"
2007,강서구,"566,495","566,495",100,…,"154,275",272,"124,168"
2007,구로구,"445,095","445,095",100,…,"126,550",284,"66,359"
2007,금천구,"264,323","264,323",100,…,"80,852",306,"37,668"
2007,영등포구,"439,151","439,151",100,…,"144,126",328,"63,357"
2007,동작구,"414,839","414,839",100,…,"127,668",308,"69,980"
2007,관악구,"550,766","550,766",100,…,"168,866",307,"89,872"
2007,서초구,"411,951","411,951",100,…,"160,249",389,"77,785"
2007,강남구,"569,176","569,176",100,…,"248,046",436,"119,150"
2007,송파구,"630,691","630,691",100,…,"192,660",305,"123,602"
2007,강동구,"469,021","468,957",99.99,…,"142,615",304,"88,901"
2008,합계,"10,456,034","10,456,034",100,"5,100,000","3,252,788",311,"1,958,085"
2008,종로구,"179,754","179,754",100,-,"104,972",584,"49,917"
2008,중구,"138,811","138,811",100,-,"95,372",687,"32,765"
2008,용산구,"251,043","251,043",100,-,"97,268",387,"50,426"
2008,성동구,"322,679","322,679",100,-,"103,388",320,"49,897"
2008,광진구,"387,254","387,254",100,-,"117,367",303,"66,124"
2008,동대문구,"381,663","381,663",100,-,"117,368",307,"64,476"
2008,중랑구,"432,845","432,845",100,-,"112,858",261,"73,651"
2008,성북구,"481,419","481,419",100,-,"133,400",277,"77,148"
2008,강북구,"345,754","345,754",100,-,"98,346",284,"73,024"
2008,도봉구,"376,698","376,698",100,-,"86,726",230,"72,472"
2008,노원구,"620,808","620,808",100,-,"157,486",254,"127,270"
2008,은평구,"463,364","463,364",100,-,"117,962",255,"104,692"
2008,서대문구,"340,731","340,731",100,-,"104,934",308,"69,782"
2008,마포구,"393,241","393,241",100,-,"125,133",318,"78,955"
2008,양천구,"507,899","507,899",100,-,"129,029",254,"100,374"
2008,강서구,"583,545","583,545",100,-,"158,670",272,"128,761"
2008,구로구,"448,696","448,696",100,-,"125,964",281,"66,458"
2008,금천구,"265,244","265,244",100,-,"88,115",332,"37,981"
2008,영등포구,"443,537","443,537",100,-,"143,961",325,"63,681"
2008,동작구,"410,934","410,934",100,-,"119,011",290,"69,386"
2008,관악구,"551,873","551,873",100,-,"170,205",308,"90,227"
2008,서초구,"412,065","412,065",100,-,"158,572",385,"78,169"
2008,강남구,"565,624","565,624",100,-,"247,575",438,"118,792"
2008,송파구,"676,580","676,580",100,-,"227,074",336,"123,713"
2008,강동구,"473,973","473,973",100,-,"112,032",236,"89,944"
2009,합계,"10,464,051","10,464,051",100,"5,100,000","3,215,029",307,"1,960,727"
2009,종로구,"177,543","177,543",100,-,"104,374",588,"49,971"
2009,중구,"137,861","137,861",100,-,"94,617",686,"32,584"
2009,용산구,"251,200","251,200",100,-,"94,929",378,"50,678"
2009,성동구,"316,064","316,064",100,-,"99,712",315,"48,853"
2009,광진구,"386,513","386,513",100,-,"115,672",299,"66,551"
2009,동대문구,"374,277","374,277",100,-,"114,753",307,"62,913"
2009,중랑구,"429,700","429,700",100,-,"115,224",268,"74,147"
2009,성북구,"484,457","484,457",100,-,"133,921",276,"77,461"
2009,강북구,"343,912","343,912",100,-,"97,089",282,"73,633"
2009,도봉구,"372,398","372,398",100,-,"90,269",242,"72,733"
2009,노원구,"615,161","615,161",100,-,"152,557",248,"126,687"
