Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
2009,마포구,583,"1,019",-,-,4,418,282,529,-,-,-,-,157,-,1,72,139,-,-,-,-,-,,,,,,,,,,
2010,마포구,585,976,-,-,4,416,278,482,-,-,-,-,162,-,1,51,140,27,,,,,-,-,-,-,-,-,-,-,-,-
2011,마포구,607,750,-,-,2,227,292,445,-,-,-,-,174,-,1,51,138,27,,,,,-,-,-,-,-,-,-,-,-,-
2012,마포구,618,833,-,-,2,227,295,419,1,80,-,-,174,-,1,51,145,56,,,,,-,-,-,-,-,-,-,-,-,-
2013,마포구,635,708,-,-,2,219,305,334,1,80,2,-,177,-,1,51,147,24,,,,,-,-,-,-,-,-,-,-,-,-
2014,마포구,667,619,-,-,1,148,321,313,1,80,2,-,185,-,1,33,156,45,,,,,-,-,-,-,-,-,-,-,-,-
2015,마포구,690,611,-,-,1,142,337,302,1,80,3,-,193,-,1,33,154,54,,,,,-,-,-,-,-,-,-,-,-,-
2016,마포구,702,757,-,-,1,157,343,302,2,211,3,-,194,-,1,33,158,54,,,,,-,-,-,-,-,-,-,-,-,-
2017,마포구,717,722,-,-,2,187,349,225,2,211,3,-,200,-,1,33,160,66,,,,,-,-,-,-,-,-,-,-,-,-
2018,마포구,715,694,-,-,2,202,357,202,2,211,3,-,196,-,1,33,153,46,,,,,1,-,-,-,-,-,-,-,-,-
2019,마포구,730,779,-,-,2,179,370,126,3,379,3,-,200,-,1,50,150,45,,,,,1,-,-,-,-,-,-,-,-,-
