Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
1991,은평구,266,…,2,319,3,206,135,-,-,-,72,…,-,-,51,…,-,-,1,…,2,…,,,,,,,,,,
1992,은평구,289,…,2,319,3,206,148,…,-,-,81,…,-,-,53,…,-,-,-,…,2,"1,015",,,,,,,,,,
1993,은평구,301,"1,810",2,368,2,156,147,271,-,-,91,-,-,-,57,-,-,-,-,-,2,"1,015",,,,,,,,,,
1994,은평구,312,"1,864",2,368,2,156,153,325,-,-,93,-,-,-,60,-,-,-,-,-,2,"1,015",,,,,,,,,,
1995,은평구,325,"1,951",2,368,2,156,162,412,-,-,95,-,-,-,62,-,-,-,-,-,2,"1,015",,,,,,,,,,
1996,은평구,330,"2,013",2,368,2,156,166,474,-,-,94,-,-,-,64,-,-,-,-,-,2,"1,015",,,,,,,,,,
1997,은평구,339,"1,990",2,368,3,196,167,411,-,-,100,-,-,-,65,-,-,-,-,-,2,"1,015",,,,,,,,,,
1998,은평구,357,"1,652",2,368,4,220,180,420,-,-,101,-,-,-,68,-,-,-,-,-,2,644,,,,,,,,,,
1999,은평구,378,"1,962",2,368,4,674,195,494,-,-,104,-,-,-,71,-,-,-,-,-,2,426,,,,,,,,,,
2000,은평구,379,"1,648",2,384,3,149,197,689,-,-,104,-,-,-,71,-,-,-,-,-,2,426,,,,,,,,,,
2001,은평구,393,"1,729",2,368,3,159,201,734,-,-,108,-,-,-,77,-,-,-,-,-,2,468,,,,,,,,,,
2002,은평구,412,"3,167",2,"1,733",2,131,199,439,-,-,123,-,-,-,84,-,-,-,-,-,2,864,,,,,,,,,,
2003,은평구,449,"2,396",1,267,6,374,231,833,-,-,120,-,-,-,89,58,-,-,-,-,2,864,,,,,,,,,,
2004,은평구,462,"2,532",1,267,7,464,236,879,-,-,122,-,-,-,1,58,93,-,-,-,2,864,,,,,,,,,,
2005,은평구,469,"2,600",1,267,7,474,246,937,-,-,122,-,-,-,1,58,90,-,-,-,2,864,,,,,,,,,,
2006,은평구,485,"2,581",1,170,8,527,247,938,-,-,3,-,128,-,1,58,95,-,-,-,2,888,,,,,,,,,,
2007,은평구,494,"2,569",1,170,8,527,251,823,1,125,3,-,123,-,1,36,104,-,-,-,2,888,,,,,,,,,,
2008,은평구,508,"2,709",1,201,8,536,246,823,2,249,3,-,129,-,1,36,116,-,-,-,2,864,,,,,,,,,,
2009,은평구,509,"2,772",1,201,8,619,248,749,3,313,3,-,129,-,1,36,114,-,-,-,2,854,,,,,,,,,,
2010,은평구,537,"2,908",1,201,9,687,254,717,3,369,3,-,139,-,1,36,122,71,,,,,3,-,-,-,1,510,1,317,-,-
2011,은평구,515,"3,247",1,211,10,851,259,609,5,635,3,-,137,-,1,36,96,90,,,,,1,-,-,-,1,510,1,305,-,-
2012,은평구,550,"3,273",1,211,10,851,259,609,5,635,3,-,137,-,1,36,132,104,,,,,-,-,-,-,1,510,1,317,-,-
2013,은평구,581,"3,404",1,211,10,836,274,651,5,751,2,-,151,-,1,36,135,104,,,,,-,-,-,-,1,510,1,305,-,-
2014,은평구,593,"3,635",1,211,10,778,283,631,6,"1,044",2,-,150,-,1,36,137,116,,,,,1,-,-,-,1,510,1,309,-,-
2015,은평구,605,"3,608",1,201,10,841,287,573,6,"1,062",2,-,159,-,1,36,136,93,,,,,1,-,-,-,1,493,1,309,-,-
2016,은평구,622,"3,550",1,200,11,815,293,531,6,"1,104",2,-,167,-,2,70,137,69,,,,,1,-,-,-,1,452,1,309,-,-
2017,은평구,623,"3,292",1,200,9,655,301,490,6,"1,104",1,-,169,-,2,70,132,63,,,,,-,-,-,-,1,435,1,275,-,-
2018,은평구,644,"3,013",1,200,10,842,309,446,5,956,1,-,174,-,2,76,141,57,,,,,-,-,-,-,1,436,-,-,-,-
2019,은평구,662,"3,736",2,"1,004",10,804,320,353,6,"1,030",1,-,175,-,2,76,145,39,,,,,-,-,-,-,1,430,-,-,-,-
