"학구ID",학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000104891,청산초모도분교장통학구역,0,46,890,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2016-08-12,2016-08-12,534646,2021-03-25
Z000100464,서울신길초통학구역,0,11,560,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2018-12-21,534647,2021-03-25
Z000100431,서울원촌초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2016-08-12,534648,2021-03-25
Z000103806,온양천도초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2018-11-11,534649,2021-03-25
Z000100577,보수초통학구역,0,26,110,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2016-08-12,2016-08-12,534650,2021-03-25
Z000101055,대구도림초통학구역,0,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2016-08-12,2018-03-20,534651,2021-03-25
Z000151088,전안초광역통학구역,1,48,127,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2021-02-01,2021-02-23,534582,2021-03-25
Z000151089,중리초광역통학구역,1,48,127,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2021-02-01,2021-02-23,534583,2021-03-25
Z000151090,호계초광역통학구역,1,48,127,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2021-02-01,2021-02-23,534584,2021-03-25
Z000102961,서암초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534585,2021-03-25
Z000102959,마송초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534586,2021-03-25
Z000102969,옹정초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534587,2021-03-25
Z000151045,통진초서암초공동통학구역,1,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2020-12-22,2021-02-23,534588,2021-03-25
Z000101197,인천서창초통학구역,0,28,200,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2021-02-23,534589,2021-03-25
Z000101188,인천만수초통학구역,0,28,200,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2021-02-23,534590,2021-03-25
Z000101096,인천서화초통학구역,0,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2021-02-23,534591,2021-03-25
Z000101095,인천서림초통학구역,0,28,140,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2021-02-23,534592,2021-03-25
Z000151061,인천용현남초인천학산초공동통학구역,1,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2021-02-23,534593,2021-03-25
Z000150845,율곡초개령초위량초조마초감천초봉계초직지초개령서부초대룡초아천초공동(일방)통학구역,1,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2020-02-04,2021-02-23,534594,2021-03-25
Z000150848,금릉초개령초위량초조마초감천초봉계초직지초개령서부초대룡초아천초공동(일방)통학구역,1,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2020-02-04,2021-02-23,534595,2021-03-25
Z000150846,김천동부초개령초위량초조마초감천초봉계초직지초개령서부초대룡초아천초공동(일방)통학구역,1,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2020-02-04,2021-02-23,534596,2021-03-25
Z000150849,김천부곡초개령초위량초조마초감천초봉계초직지초개령서부초대룡초아천초공동(일방)통학구역,1,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2020-02-04,2021-02-23,534597,2021-03-25
Z000106314,대구팔공초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2021-02-17,2021-02-23,534598,2021-03-25
Z000100914,대구지묘초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2021-02-23,534599,2021-03-25
Z000150946,빛가람초제한적공동통학구역,1,46,170,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2016-08-12,2021-02-23,534600,2021-03-25
Z000102958,마송중앙초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534601,2021-03-25
Z000150783,김포금빛초감정초공동통학구역,1,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2018-10-02,2021-02-23,534602,2021-03-25
Z000102942,감정초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534603,2021-03-25
Z000102970,운양초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534604,2021-03-25
Z000102979,하늘빛초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2021-02-23,534605,2021-03-25
Z000101117,인천용현남초통학구역,0,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2021-02-23,534606,2021-03-25
Z000101102,인천숭의초통학구역,0,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2021-02-23,534607,2021-03-25
Z000101128,인천학산초통학구역,0,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2018-09-19,2021-02-23,534608,2021-03-25
Z000101105,인천신선초통학구역,0,28,110,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2021-02-23,534609,2021-03-25
Z000151060,인천숭의초인천용정초공동통학구역,1,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2021-01-05,2021-02-23,534610,2021-03-25
Z000151062,인천용현남초인천신선초공동통학구역,1,28,177,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2021-01-05,2021-02-23,534611,2021-03-25
Z000151013,김천신일초개령초위량초조마초감천초봉계초직지초개령서부초대룡초아천초공동(일방)통학구역,1,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2021-02-23,534612,2021-03-25
Z000151014,안동서부초와룡초공동(일방)통학구역,1,47,170,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2020-12-03,2021-02-23,534616,2021-03-25
Z000100870,대구동신초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2018-02-22,534617,2021-03-25
Z000101010,대구성산초통학구역,0,27,290,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2016-08-12,534618,2021-03-25
Z000100133,서울미래초통학구역,0,11,530,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2016-08-12,2017-11-20,534619,2021-03-25
Z000101873,성남신흥초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2020-12-03,534613,2021-03-25
Z000101868,성남북초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2021-02-23,534614,2021-03-25
Z000151015,성남북초성남신흥초공동통학구역,1,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2020-12-03,2021-02-23,534615,2021-03-25
Z000100737,녹명초통학구역,0,26,440,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2017-02-10,534620,2021-03-25
Z000100302,서울오륜초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2016-08-12,534621,2021-03-25
Z000100262,서울강명초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2016-08-12,534622,2021-03-25
Z000101523,대전은어송초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2020-07-27,534623,2021-03-25
Z000101479,대전가오초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2020-07-27,534624,2021-03-25
Z000100540,서울숭례초통학구역,0,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2017-02-10,534626,2021-03-25
Z000100389,서울논현초통학구역,0,11,680,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2016-08-12,534627,2021-03-25
Z000100046,서울금화초통학구역,0,11,410,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2016-08-12,2016-08-12,534628,2021-03-25
Z000104758,장흥남초통학구역,0,46,800,8490000,전라남도교육청,8621000,전라남도장흥교육지원청,2016-08-12,2016-08-12,534629,2021-03-25
Z000104774,작천초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,534630,2021-03-25
Z000150990,삼장초덕산초공동통학구역,1,48,860,9010000,경상남도교육청,9191000,경상남도산청교육지원청,2020-07-29,2020-07-29,534625,2021-03-25
Z000104776,계곡초통학구역,0,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2016-08-12,534634,2021-03-25
Z000104770,병영초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,534635,2021-03-25
Z000104772,신전초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,534631,2021-03-25
Z000104768,도암초통학구역,0,46,810,8490000,전라남도교육청,8631000,전라남도강진교육지원청,2016-08-12,2016-08-12,534632,2021-03-25
Z000104780,산이서초통학구역,0,46,820,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2016-08-12,2018-03-06,534633,2021-03-25
Z000100010,서울면일초통학구역,0,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2016-08-12,534636,2021-03-25
Z000101064,대구옥포초통학구역,0,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2016-08-12,2016-08-18,534637,2021-03-25
Z000100728,감전초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,534638,2021-03-25
Z000100781,주감초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,534639,2021-03-25
Z000100655,오륙도초통학구역,0,26,290,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2016-08-12,534640,2021-03-25
Z000100475,서울은로초통학구역,0,11,590,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2016-08-12,534641,2021-03-25
Z000100995,대구대명초통학구역,0,27,200,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2016-08-12,2016-08-12,534642,2021-03-25
Z000151042,목포신흥초제한적공동통학구역,1,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2021-01-20,2021-02-23,534484,2021-03-25
Z000100266,서울거원초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2021-02-08,534485,2021-03-25
Z000100274,서울마천초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2021-02-08,534486,2021-03-25
Z000100300,서울영풍초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2021-02-08,534487,2021-03-25
Z000103192,내촌초통학구역,0,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2021-02-23,534488,2021-03-25
Z000103207,속초초통학구역,0,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2021-02-23,534489,2021-03-25
Z000151099,거제용소초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534491,2021-03-25
Z000150579,내곡초아주초공동통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2016-08-12,2021-02-23,534492,2021-03-25
Z000100632,범일초통학구역,0,26,170,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2021-02-23,534493,2021-03-25
Z000106300,나성초통학구역,0,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2020-11-09,2021-02-23,534490,2021-03-25
Z000100647,수정초통학구역,0,26,170,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2016-08-12,2021-02-23,534494,2021-03-25
Z000150812,대구다사초대구하빈초대구동곡초(일방)통학구역,1,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2020-01-13,2021-02-23,534495,2021-03-25
Z000151028,진만초큰별초은빛초공동통학구역,1,29,200,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2020-12-17,2021-02-23,534496,2021-03-25
Z000105025,모아초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2021-02-23,534404,2021-03-25
Z000104020,원북초통학구역,0,44,825,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2016-08-12,2021-02-23,534410,2021-03-25
Z000102588,가온초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-02-23,534411,2021-03-25
Z000102633,청암초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-02-23,534412,2021-03-25
Z000106203,다산가람초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2018-11-11,2021-02-23,534414,2021-03-25
Z000103653,소망초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2021-02-23,534413,2021-03-25
Z000106307,다산하늘초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2020-12-28,2021-02-23,534415,2021-03-25
Z000105594,예하초통학구역,0,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2016-08-12,2021-02-23,534416,2021-03-25
Z000102898,풍천초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-02-01,534417,2021-03-25
Z000150329,소현초이현초공동통학구역,1,41,463,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-02-01,534418,2021-03-25
Z000100802,용암초통학구역,0,26,710,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2021-02-05,534419,2021-03-25
Z000106123,서울강솔초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2017-02-06,2021-02-05,534420,2021-03-25
Z000105849,평산초통학구역,0,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2016-08-12,2021-02-23,534421,2021-03-25
Z000105840,오봉초통학구역,0,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2016-08-12,2021-02-23,534422,2021-03-25
Z000102449,평동초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-02-23,534425,2021-03-25
Z000106311,하랑초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2021-02-01,2021-02-23,534426,2021-03-25
Z000101915,동암초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2021-02-23,534427,2021-03-25
Z000151103,동암초의정부장암초공동통학구역,1,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2021-02-01,2021-02-23,534428,2021-03-25
Z000101995,동산초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2021-02-23,534429,2021-03-25
Z000105124,구미사곡초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2021-02-23,534430,2021-03-25
Z000105835,신주초통학구역,0,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2016-08-12,2021-02-23,534423,2021-03-25
Z000151102,범어초신주초공동통학구역,1,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2021-02-03,2021-02-23,534424,2021-03-25
Z000151022,구미사곡초상모초공동통학구역,1,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2020-12-16,2021-02-23,534431,2021-03-25
Z000105132,금오초통학구역,0,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2016-08-12,2021-02-23,534432,2021-03-25
Z000151023,금오초송정초공동통학구역,1,47,190,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2020-12-16,2021-02-23,534433,2021-03-25
Z000150778,가좌초예하초공동통학구역,1,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2019-11-28,2021-02-23,534434,2021-03-25
Z000105605,촉석초통학구역,0,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2016-08-12,2021-02-23,534435,2021-03-25
Z000151050,촉석초신안초공동통학구역,1,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2021-01-25,2021-02-23,534436,2021-03-25
Z000151051,촉석초배영초공동통학구역,1,48,170,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2021-01-25,2021-02-23,534437,2021-03-25
Z000103615,수봉초통학구역,0,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2016-08-12,2021-02-23,534438,2021-03-25
Z000103610,무극초통학구역,0,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2016-08-12,2021-02-23,534439,2021-03-25
Z000100285,서울상일초통학구역,0,11,740,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2016-08-12,2021-02-05,534440,2021-03-25
Z000100292,서울송례초통학구역,0,11,710,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2017-02-07,2021-02-05,534441,2021-03-25
Z000105665,김해봉황초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534442,2021-03-25
Z000105708,칠산초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534443,2021-03-25
Z000105671,김해합성초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534444,2021-03-25
Z000105664,김해동광초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534445,2021-03-25
Z000101988,계남초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2021-02-23,534446,2021-03-25
Z000106176,옥길버들초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2018-03-08,2021-02-23,534447,2021-03-25
Z000101996,범박초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2021-02-23,534448,2021-03-25
Z000151104,김해신명초광역통학구역,1,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-23,534450,2021-03-25
Z000151107,진영중앙초광역통학구역,1,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2021-02-08,2021-02-23,534451,2021-03-25
Z000106313,진영장등초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2021-02-08,2021-02-23,534452,2021-03-25
Z000151105,화정초광역통학구역,1,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-23,534453,2021-03-25
Z000151106,김해구지초광역통학구역,1,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-23,534454,2021-03-25
Z000105682,삼계초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-23,534449,2021-03-25
Z000150684,충주중앙탑초노은초덕신초가흥초공동통학구역,1,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2021-02-23,534455,2021-03-25
Z000103494,충주성남초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2021-02-23,534456,2021-03-25
Z000150798,충주대림초충주성남초공동통학구역,1,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2021-02-23,534457,2021-03-25
Z000106155,인천예송초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2016-08-12,2021-02-23,534458,2021-03-25
Z000106303,인천현송초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2020-12-16,2021-02-23,534459,2021-03-25
Z000101193,인천사리울초통학구역,0,28,200,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2020-02-14,2021-02-23,534460,2021-03-25
Z000106204,인천미송초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2018-11-11,2021-02-23,534461,2021-03-25
Z000106268,인천은송초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2020-01-02,2021-02-23,534462,2021-03-25
Z000106304,인천송담초통학구역,0,28,185,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2020-12-16,2021-02-23,534463,2021-03-25
Z000151052,용천초쌍봉초오선초공동(일방)통학구역,1,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2021-01-04,2021-02-23,534464,2021-03-25
Z000150814,용천초쌍봉초공동(일방)통학구역,1,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2020-01-13,2021-02-23,534465,2021-03-25
Z000151039,목포항도초제한적공동통학구역,1,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2021-01-20,2021-02-23,534466,2021-03-25
Z000105693,우암초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534467,2021-03-25
Z000105662,김해내동초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534468,2021-03-25
Z000105653,김해가야초통학구역,0,48,250,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2016-08-12,2021-02-02,534469,2021-03-25
Z000100814,반여초통학구역,0,26,350,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2021-02-08,534470,2021-03-25
Z000100799,남천초통학구역,0,26,500,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2021-02-08,534471,2021-03-25
Z000100796,광안초통학구역,0,26,500,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2016-08-12,2021-02-08,534472,2021-03-25
Z000151097,아주초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534473,2021-03-25
Z000151091,거제상동초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534474,2021-03-25
Z000151094,국산초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534475,2021-03-25
Z000151098,내곡초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534476,2021-03-25
Z000151096,옥포초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534477,2021-03-25
Z000151095,진목초광역통학구역,1,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2021-01-29,2021-02-23,534478,2021-03-25
Z000151025,여수미평초여수양지초여천초공동통학구역,1,46,130,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2020-12-16,2021-02-23,534479,2021-03-25
Z000151027,대구강림초대구반송초공동(일방)통학구역,1,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2020-12-17,2021-02-23,534480,2021-03-25
Z000151026,대구대실초대구동곡초공동(일방)통학구역,1,27,710,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2020-12-17,2021-02-23,534481,2021-03-25
Z000104495,목포임성초통학구역,0,46,840,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2016-08-12,2021-02-23,534482,2021-03-25
Z000104499,목포한빛초통학구역,0,46,110,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2016-08-12,2021-02-23,534483,2021-03-25
Z000102305,송북초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,535362,2021-03-25
Z000101846,단대초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,535363,2021-03-25
Z000100496,서울동호초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2018-01-07,535364,2021-03-25
Z000100519,서울행현초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2016-08-12,535365,2021-03-25
Z000101328,각화초통학구역,0,29,170,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2016-08-12,2016-08-12,535453,2021-03-25
Z000100159,서울온수초통학구역,0,11,530,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2016-08-12,2016-08-12,535454,2021-03-25
Z000101929,의정부부용초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,535455,2021-03-25
Z000102367,산본초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,535456,2021-03-25
Z000101860,상대원초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,535457,2021-03-25
Z000101878,성남정자초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,535458,2021-03-25
Z000150661,삼봉초빛가온초공동통학구역,1,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2017-12-12,2017-12-12,535153,2021-03-25
Z000104058,전주금평초통학구역,0,45,113,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2016-08-12,2016-08-12,535154,2021-03-25
Z000100729,괘법초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,535155,2021-03-25
Z000100926,동대구초통학구역,0,27,140,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2016-08-12,2018-02-22,535156,2021-03-25
Z000103771,청파초호도분교장통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2017-12-08,535151,2021-03-25
Z000150662,삼양초동화초공동통학구역,1,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2017-12-09,2017-12-09,535152,2021-03-25
Z000102827,동천초통학구역,0,41,465,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2018-02-22,535248,2021-03-25
Z000100701,서동초통학구역,0,26,410,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2016-08-12,2016-08-12,535249,2021-03-25
Z000100750,덕포초통학구역,0,26,530,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2016-08-12,2016-08-12,535250,2021-03-25
Z000104582,순천삼산초통학구역,0,46,150,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2016-08-12,2016-08-12,535251,2021-03-25
Z000106158,배곧한울초통학구역,0,41,390,7530000,경기도교육청,7781000,경기도시흥교육지원청,2018-01-29,2018-01-29,535246,2021-03-25
Z000106159,배곧해솔초통학구역,0,41,390,7530000,경기도교육청,7781000,경기도시흥교육지원청,2018-01-29,2018-01-29,535247,2021-03-25
Z000150594,성산초신주초공동통학구역,1,48,330,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2016-08-12,2016-08-12,535252,2021-03-25
Z000150105,오목초오현초공동통학구역,1,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,535366,2021-03-25
Z000102208,고봉초통학구역,0,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,535367,2021-03-25
Z000101870,성남송현초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2018-03-27,535368,2021-03-25
