Year,sigName,계,계,종합병원,종합병원,병원,병원,의원,의원,요양병원,요양병원,치과병원,치과병원,치과의원,치과의원,한방병원,한방병원,한방의원,한방의원,조산소,조산소,특수병원,특수병원,부속병의원,부속병의원,노인전문병원,노인전문병원,결핵병원,결핵병원,정신병원,정신병원,조산원,조산원
2001,종로구,473,"3,413",6,"3,205",2,61,152,117,-,-,166,-,-,-,147,30,-,-,-,-,-,-,,,,,,,,,,
2002,종로구,471,"3,390",5,"3,212",2,61,149,117,-,-,171,-,-,-,144,-,-,-,-,-,-,-,,,,,,,,,,
2003,종로구,457,"3,382",5,"3,207",2,61,148,114,-,-,165,-,-,-,137,-,-,-,-,-,-,-,,,,,,,,,,
2004,종로구,456,"3,566",5,"3,320",3,111,143,95,-,-,168,40,-,-,-,-,137,-,-,-,-,-,,,,,,,,,,
2005,종로구,455,"3,472",5,"3,209",3,111,146,152,-,-,173,-,-,-,-,-,128,-,-,-,-,-,,,,,,,,,,
2006,종로구,460,"3,537",5,"3,230",3,111,149,157,-,-,2,39,166,-,-,-,135,-,-,-,-,-,,,,,,,,,,
2007,종로구,462,"3,386",5,"3,236",3,111,147,-,-,-,2,39,170,-,-,-,135,-,-,-,-,-,,,,,,,,,,
2008,종로구,476,"3,254",4,"2,920",2,80,154,144,1,40,2,39,172,-,1,31,140,-,-,-,-,-,,,,,,,,,,
2009,종로구,478,"3,284",4,"2,925",2,80,164,168,1,40,2,40,169,-,1,31,135,-,-,-,-,-,,,,,,,,,,
2010,종로구,474,"3,284",4,"2,931",2,60,163,182,1,40,2,40,165,-,1,31,130,-,,,,,6,-,-,-,-,-,-,-,-,-
2011,종로구,473,"3,271",4,"2,931",2,60,163,209,-,-,-,-,167,40,1,31,131,-,,,,,5,-,-,-,-,-,-,-,-,-
2012,종로구,479,"3,319",4,"2,904",3,150,167,194,-,-,1,40,168,-,1,31,130,-,,,,,5,-,-,-,-,-,-,-,-,-
2013,종로구,475,"3,188",4,"2,855",2,117,161,145,-,-,1,40,170,-,1,31,131,-,,,,,5,-,-,-,-,-,-,-,-,-
2014,종로구,476,"3,277",4,"2,947",2,123,167,136,-,-,1,40,167,-,1,31,128,-,,,,,6,-,-,-,-,-,-,-,-,-
2015,종로구,473,"3,315",4,"2,949",2,121,167,174,-,-,1,40,163,-,1,31,129,-,,,,,6,-,-,-,-,-,-,-,-,-
2016,종로구,485,"3,310",4,"2,942",2,121,175,176,-,-,1,40,163,-,1,31,132,-,,,,,7,-,-,-,-,-,-,-,-,-
2017,종로구,500,"3,387",4,"2,978",2,153,182,185,-,-,1,40,168,-,1,31,135,-,,,,,7,-,-,-,-,-,-,-,-,-
2018,종로구,496,"3,408",4,"2,970",2,225,186,170,-,-,1,40,163,-,-,-,133,3,,,,,7,-,-,-,-,-,-,-,-,-
2019,종로구,494,"3,334",4,"2,945",2,233,189,113,-,-,1,40,161,-,-,-,130,3,,,,,7,-,-,-,-,-,-,-,-,-
